target_chembl_id,pref_name,family,organism,target_type
CHEMBL3638346,Methyl-CpG-binding protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523402,Methylcytosine dioxygenase TET1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523344,Methylcytosine dioxygenase TET2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4879414,Methylcytosine dioxygenase TET3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2541,Methylenetetrahydrofolate dehydrogenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3108649,Methylosome protein 50,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4340,Mevalonate pyrophosphate decarboxylase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1741165,Microphthalmia-associated transcription factor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743184,Microsomal glutathione S-transferase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743185,Microsomal glutathione S-transferase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743186,Microsomal glutathione S-transferase 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2364681,Microsomal triglyceride transfer protein,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL2569,Microsomal triglyceride transfer protein large subunit,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3217382,Microtubule-associated protein 1B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2390810,Microtubule-associated protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1293224,Microtubule-associated protein tau,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4879518,Microtubule-associated proteins 1A/1B light chain 3A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4879514,Microtubule-associated proteins 1A/1B light chain 3B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4879505,Microtubule-associated proteins 1A/1B light chain 3C,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1163128,Microtubule-associated serine/threonine-protein kinase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2417355,Microtubule-associated serine/threonine-protein kinase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2417352,Microtubule-associated serine/threonine-protein kinase 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2417351,Microtubule-associated serine/threonine-protein kinase 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105779,Midasin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1949490,Midkine,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1994,Mineralocorticoid receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523551,Mino,Unknown,Homo sapiens,CELL-LINE
CHEMBL4523407,Minor histocompatibility antigen H13,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5518,Misshapen-like kinase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4680040,Mitochondrial 2-oxodicarboxylate carrier,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523423,Mitochondrial amidoxime reducing component 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3706559,Mitochondrial amidoxime-reducing component 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523363,Mitochondrial antiviral-signaling protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2216740,Mitochondrial carnitine/acylcarnitine carrier protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523511,Mitochondrial carrier homolog 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2363065,Mitochondrial complex I (NADH dehydrogenase),Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3391681,Mitochondrial glycerol-3-phosphate dehydrogenase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295842,Mitochondrial import inner membrane translocase subunit TIM50,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523158,Mitochondrial import receptor subunit TOM40 homolog,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295686,Mitochondrial pyruvate carrier 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295809,Mitochondrial-processing peptidase subunit alpha,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630807,Mitofusin-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885602,Mitogen-activated protein kinase 10/Receptor-interacting serine/threonine-protein kinase 1,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL5198,Mitogen-activated protein kinase 15,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5759,Mitogen-activated protein kinase 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5121,Mitogen-activated protein kinase 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5332,Mitogen-activated protein kinase 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4296098,Mitogen-activated protein kinase 8/9,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL3956,Mitogen-activated protein kinase kinase kinase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2873,Mitogen-activated protein kinase kinase kinase 10,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2708,Mitogen-activated protein kinase kinase kinase 11,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1908389,Mitogen-activated protein kinase kinase kinase 12,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1163124,Mitogen-activated protein kinase kinase kinase 13,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5888,Mitogen-activated protein kinase kinase kinase 14,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1163127,Mitogen-activated protein kinase kinase kinase 15,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5914,Mitogen-activated protein kinase kinase kinase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5970,Mitogen-activated protein kinase kinase kinase 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4853,Mitogen-activated protein kinase kinase kinase 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5285,Mitogen-activated protein kinase kinase kinase 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1163123,Mitogen-activated protein kinase kinase kinase 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5776,Mitogen-activated protein kinase kinase kinase 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5605,Mitogen-activated protein kinase kinase kinase 7-interacting protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4899,Mitogen-activated protein kinase kinase kinase 8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2872,Mitogen-activated protein kinase kinase kinase 9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3627584,Mitogen-activated protein kinase kinase kinase MLK4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5749,Mitogen-activated protein kinase kinase kinase kinase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5330,Mitogen-activated protein kinase kinase kinase kinase 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5432,Mitogen-activated protein kinase kinase kinase kinase 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6166,Mitogen-activated protein kinase kinase kinase kinase 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4852,Mitogen-activated protein kinase kinase kinase kinase 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1907606,Mitogen-activated protein kinase; ERK1/ERK2,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1772932,Mitotic checkpoint serine/threonine-protein kinase BUB1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295998,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295893,Mitotic interactor and substrate of PLK1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4524021,Mitotic spindle assembly checkpoint protein MAD2B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3886,Mixed lineage kinase 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1938217,Mixed lineage kinase domain-like protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL614722,Mo,Unknown,Homo sapiens,CELL-LINE
CHEMBL614132,Mo/Ma,Unknown,Homo sapiens,CELL-LINE
CHEMBL4295733,Moesin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105981,Mono [ADP-ribose] polymerase PARP16,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5516,Monoacylglycerol lipase ABHD12,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2189127,Monoacylglycerol lipase ABHD6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2095205,Monoamine oxidase,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1951,Monoamine oxidase A,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2039,Monoamine oxidase B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2363064,Monoamine transporter,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL2096990,Monoamine transporters; Norepinephrine & dopamine,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2095201,Monoamine transporters; serotonin & dopamine,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL4360,Monocarboxylate transporter 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4802067,Monocarboxylate transporter 1/4,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2073704,Monocarboxylate transporter 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4802068,Monocarboxylate transporter 2/3,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL3308921,Monocarboxylate transporter 3 (MCT 3),Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073663,Monocarboxylate transporter 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL612442,Monoclonal antibody (mAb) 2E2,Unknown,Homo sapiens,UNKNOWN
CHEMBL614076,Monocyte,Unknown,Homo sapiens,CELL-LINE
CHEMBL2384897,Monocyte differentiation antigen CD14,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295869,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4191,Monoglyceride lipase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630863,Mortality factor 4-like protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2396512,Mothers against decapentaplegic homolog 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3885604,Mothers against decapentaplegic homolog 2/homolog 3,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL1293258,Mothers against decapentaplegic homolog 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2203,Motilin receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL233,Mu opioid receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3883321,Mu opioid receptor/Alpha-2A adrenergic receptor,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL3580494,Mucin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3580482,Mucin-16,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3713020,Mucin-5AC,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4524043,Mucolipin-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4879493,Mucolipin-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3632452,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4467,Mucosal addressin cell adhesion molecule-1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743126,Multidrug and toxin extrusion protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743127,Multidrug and toxin extrusion protein 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073669,Multidrug resistance associated protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3430875,Multidrug resistance protein 1/Multidrug resistance associated protein 1,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL1743129,Multidrug resistance protein 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3004,Multidrug resistance-associated protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1743128,Multidrug resistance-associated protein 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2046258,Multidrug resistance-associated protein 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073661,Multidrug resistance-associated protein 6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2073687,Multidrug resistance-associated protein 7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295977,Multifunctional methyltransferase subunit TRM112-like protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5922,Multifunctional protein ADE2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2094109,Muscarinic acetylcholine receptor,Unknown,Homo sapiens,PROTEIN FAMILY
CHEMBL216,Muscarinic acetylcholine receptor M1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111418,Muscarinic acetylcholine receptor M1 and M3,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2111417,Muscarinic acetylcholine receptor M1/M5 chimeric protein,Unknown,Homo sapiens,CHIMERIC PROTEIN
CHEMBL211,Muscarinic acetylcholine receptor M2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2111445,Muscarinic acetylcholine receptor M2 and M4,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2111352,Muscarinic acetylcholine receptor M2 and M5,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL245,Muscarinic acetylcholine receptor M3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1821,Muscarinic acetylcholine receptor M4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2035,Muscarinic acetylcholine receptor M5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2095219,Muscarinic acetylcholine receptors; M1 & M2,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL2095187,Muscarinic acetylcholine receptors; M2 & M3,Unknown,Homo sapiens,SELECTIVITY GROUP
CHEMBL3526,Muscle glycogen phosphorylase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4000,Muscle glycogen synthase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5684,"Muscle, skeletal receptor tyrosine protein kinase",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2362997,Muscle-type nicotinic acetylcholine receptor,Unknown,Homo sapiens,PROTEIN COMPLEX GROUP
CHEMBL1293317,Muscleblind-like protein 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1250348,Myc proto-oncogene protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3826864,Myelin P2 protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2331044,Myelin transcription factor 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5807,Myelin-associated glycoprotein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1842,Myeloid cell surface antigen CD33,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5919,Myeloid differentiation primary response protein MyD88,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295830,Myeloid leukemia factor 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2439,Myeloperoxidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5058616,Myoblast,Unknown,Homo sapiens,CELL-LINE
CHEMBL4105967,Myocilin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523476,Myoferlin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2406892,Myoglobin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5069362,Myoneurin,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5546,Myosin IIIA,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4627,Myosin light chain kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5426,Myosin light chain kinase family member 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2428,"Myosin light chain kinase, smooth muscle",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295652,Myosin regulatory light chain 12B,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105746,Myosin-10,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105888,Myosin-14,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295980,Myosin-2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2189151,Myosin-9,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5654,Myosin-IIIB,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5320,Myotonin-protein kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4804244,Myristoylated alanine-rich C-kinase substrate,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6036,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4295978,N-acetyl-D-glucosamine kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2399,N-acetylgalactosamine-4-sulfatase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523218,N-acetylgalactosamine-6-sulfatase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5920,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3325305,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630839,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2401602,N-acylneuraminate-9-phosphatase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4349,N-acylsphingosine-amidohydrolase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630819,N-alpha-acetyltransferase 10,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3430873,"N-alpha-acetyltransferase 16, NatA auxiliary subunit",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523373,N-alpha-acetyltransferase 40,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630854,N-alpha-acetyltransferase 50,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4630856,N-alpha-acetyltransferase 60,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2384898,N-arachidonyl glycine receptor,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3396944,N-glycosylase/DNA lyase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1795176,N-lysine methyltransferase SETD8,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2169716,N-lysine methyltransferase SMYD2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523165,N-myc proto-oncogene protein,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523442,N-terminal Xaa-Pro-Lys N-methyltransferase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4106160,N-type calcium channel alpha-1b/alpha2delta-1/beta-1b,Unknown,Homo sapiens,PROTEIN COMPLEX
CHEMBL613969,N592,Unknown,Homo sapiens,CELL-LINE
CHEMBL4739695,N6-adenosine-methyltransferase catalytic subunit,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL613516,N9,Unknown,Homo sapiens,CELL-LINE
CHEMBL2609,NAALADase II,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1741214,"NACHT, LRR and PYD domains-containing protein 1",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1741208,"NACHT, LRR and PYD domains-containing protein 3",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6177,NAD kinase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4523350,NAD(+) hydrolase SARM1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4506,NAD-dependent deacetylase sirtuin 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4462,NAD-dependent deacetylase sirtuin 2,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4461,NAD-dependent deacetylase sirtuin 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5291602,"NAD-dependent malic enzyme, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2163185,NAD-dependent protein deacetylase sirtuin-4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2163182,NAD-dependent protein deacetylase sirtuin-6,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2163184,NAD-dependent protein deacetylase sirtuin-7,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2163183,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4105781,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2146,NADH-cytochrome b5 reductase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3039,NADH-ubiquinone oxidoreductase 49 kDa subunit,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2317,NADH-ubiquinone oxidoreductase MLRQ subunit,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL4499,NADH-ubiquinone oxidoreductase chain 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL3495,NADP-dependent malic enzyme,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL6182,"NADP-dependent malic enzyme, mitochondrial",Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1287628,NADPH oxidase 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1741216,NADPH oxidase 3,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1250375,NADPH oxidase 4,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL1926497,NADPH oxidase 5,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL5291596,NADPH oxidase organizer 1,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL2169731,NADPH--cytochrome P450 reductase,Unknown,Homo sapiens,SINGLE PROTEIN
CHEMBL614134,NAKAJIMA,Unknown,Homo sapiens,CELL-LINE
CHEMBL614769,NALL-1,Unknown,Homo sapiens,CELL-LINE
CHEMBL614187,NALM-6,Unknown,Homo sapiens,CELL-LINE
CHEMBL614049,NAMALVA,Unknown,Homo sapiens,CELL-LINE
CHEMBL614188,NB-4,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366284,NB1,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366243,NB10,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366285,NB12,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366225,NB13,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366212,NB14,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366064,NB17,Unknown,Homo sapiens,CELL-LINE
CHEMBL5058617,NB4-DR1,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366328,NB5,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366318,NB6,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075510,NB69,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366345,NB7,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366150,NBsusSR,Unknown,Homo sapiens,CELL-LINE
CHEMBL614189,NC-37,Unknown,Homo sapiens,CELL-LINE
CHEMBL614190,NCC,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075511,NCCIT,Unknown,Homo sapiens,CELL-LINE
CHEMBL614770,NCH37,Unknown,Homo sapiens,CELL-LINE
CHEMBL614191,NCH82,Unknown,Homo sapiens,CELL-LINE
CHEMBL614192,NCH89,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075512,NCI-H1048,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366351,NCI-H1092,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366073,NCI-H1155,Unknown,Homo sapiens,CELL-LINE
CHEMBL614159,NCI-H125,Unknown,Homo sapiens,CELL-LINE
CHEMBL614771,NCI-H128,Unknown,Homo sapiens,CELL-LINE
CHEMBL612255,NCI-H1299,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366266,NCI-H1304,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366227,NCI-H1355,Unknown,Homo sapiens,CELL-LINE
CHEMBL4296389,NCI-H1373,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366201,NCI-H1395,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366149,NCI-H1417,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366205,NCI-H1436,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075513,NCI-H1437,Unknown,Homo sapiens,CELL-LINE
CHEMBL4523572,NCI-H146,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366178,NCI-H1522,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075514,NCI-H1563,Unknown,Homo sapiens,CELL-LINE
CHEMBL614783,NCI-H157,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075515,NCI-H1573,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075516,NCI-H1581,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366290,NCI-H1618,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075517,NCI-H1623,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366214,NCI-H1648,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075518,NCI-H1650,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075519,NCI-H1651,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075520,NCI-H1666,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075521,NCI-H1693,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366333,NCI-H1694,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075522,NCI-H1703,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075523,NCI-H1734,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075524,NCI-H1755,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366171,NCI-H1770,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075525,NCI-H1792,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075526,NCI-H1793,Unknown,Homo sapiens,CELL-LINE
CHEMBL4523580,NCI-H1836,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366346,NCI-H1838,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366276,NCI-H187,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366210,NCI-H1882,Unknown,Homo sapiens,CELL-LINE
CHEMBL4523573,NCI-H1930,Unknown,Homo sapiens,CELL-LINE
CHEMBL4296390,NCI-H1944,Unknown,Homo sapiens,CELL-LINE
CHEMBL2366075,NCI-H1963,Unknown,Homo sapiens,CELL-LINE
CHEMBL614348,NCI-H1975,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075527,NCI-H1993,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075528,NCI-H2009,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075529,NCI-H2029,Unknown,Homo sapiens,CELL-LINE
CHEMBL1075530,NCI-H2030,Unknown,Homo sapiens,CELL-LINE
